"F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47"
"AUTAUGA","PRATTVILLE","36067","home","0100119051530060050000001","215 LEIGH DR","AL",750,32.451004,-86.447275,0.861649567082642,0.199585303957364,1.01850250747806,1.99418706677544,1.96415446423243,0.946678206576688,0.620786378786316,1.67033414531592,1.48606745513696,14.1101169403047,1.29685833564504,2015.75,3,2,1,1315,"SFR",0,1963,0,0,0,75,11625,-3.4889764692958,"A",50593.91,11,58.01,57.3,5.46,3.52,2.09999999999999,3.02179908452334,88646,64939.515808509,15920
"AUTAUGA","PRATTVILLE","36066","craigslist","NA","1788,Edinburgh St,Prattville","AL",1089,32.4787,-86.43,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.25,2,2,1,1059,"Condo",1,1987,0,0,0,100,4885.93578517221,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36066","NA","0100119011110000011740001","1051 E POPLAR ST","AL",1525,32.473198,-86.426464,0.930306336378566,0.632383546920563,2.60091338505269,0.0440153940091944,0.963277990622131,1.60162574457747,0.413710965967041,0.21076349470285,0.503194078788452,12.956869354918,1.52899592276679,2016.25,4,2,1,2100,"SFR",1,1987,0,1,0,113.454836829463,12872,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,206854,158678.875308022,43920
"AUTAUGA","PRATTVILLE","36066","home","0100119061410030030000001","717 SUMMER LN","AL",800,32.458764,-86.42655,1.55625831373064,1.06772196389776,1.66031669286121,1.01635736548817,0.640884005204083,1.51697293512481,0.216473042386658,0.355530137854675,0.214039497326141,12.9022469604492,1.66732953551162,2015.75,2,2,1,1260,"SFR",1,1998,0,1,0,40,5680,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112626,80885.0729756109,11100
"AUTAUGA","PRATTVILLE","36067","hotpads","0100110093240010071050001","1264 CROSS CREEK RD","AL",1100,32.493589,-86.47101,1.24334040362802,0.970913639859872,4.26323352719716,2.98134548209002,3.85822591015003,2.32148871742385,1.7378900373374,2.04464721652563,2.6041764801333,15.7206231920078,2.00020360815322,2015.5,3,2,1,1789,"SFR",1,2003,0,1,1,109.036691072317,11889,-3.4889764692958,"A",50593.91,11,58.01,57.3,5.46,3.52,2.09999999999999,3.02179908452334,162576,128152.90577439,33280
"AUTAUGA","PRATTVILLE","36067","home","0100119030530010040100001","605 STIRLING RDG","AL",1295,32.476383,-86.478412,0.352910769918908,0.906316661478548,3.48215830783769,3.07951393984173,3.75599454775324,1.76746191948557,1.19993786653455,0.916581312891724,2.92667925507422,15.9920530936367,1.59786467435597,2015.75,4,2,1,2003,"SFR",1,2007,0,1,1,109.840793879141,12065,-3.4889764692958,"A",50593.91,11,58.01,57.3,5.46,3.52,2.09999999999999,3.02179908452334,173427,136485.482825852,18500
"AUTAUGA","PRATTVILLE","36066","seller","NA","2100 Legends Drive","AL",1375,32.45744,-86.405679,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,3,2,1,1600,"NA",1,1987,0,0,1,100,8170.46117921775,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36066","seller","NA","790 Old Quarters Road","AL",889,32.443528,-86.412549,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,1,1,1,675,"NA",1,1987,0,0,1,100,15344.1260945709,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36066","home","0100119011140000040850001","1805 HAMPSTEAD CT","AL",1175,32.465349,-86.418529,1.3329420796111,1.19801516100826,2.26832558224349,0.704171816066271,0.254035056592088,1.93951560794212,0.081899354479599,0.303274520645813,0.0852243188925018,12.4531207298184,1.98629530121244,2015.75,3,2,1,2229,"SFR",0,1992,0,1,0,64,14784,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,168500,135980.427273531,18060
"AUTAUGA","PRATTVILLE","36066","apartment","NA","790 Old Quarters Rd","AL",1199,32.5076,-86.393,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.25,2,2,1,1280,"Condo",0,1987,0,0,0,100,13481.2609457093,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36067","home","0100110093220000010060001","706 COLEMAN WAY","AL",1300,32.500979,-86.478559,1.12308990170894,1.29688087317523,4.88995958846397,3.61656569962463,4.5121950981968,2.98430021964821,2.41183500099243,2.57582096698975,3.20119659385937,16.2466258796602,2.66919693616466,2015.75,3,2,1,1679,"SFR",1,2009,0,1,1,103.595366691759,10732,-3.4889764692958,"A",50593.91,11,58.01,57.3,5.46,3.52,2.09999999999999,3.02179908452334,173151,136170.077307368,17840
"AUTAUGA","PRATTVILLE","36067","home","0100119051530040040050001","126 HARGIS DR","AL",695,32.45274,-86.451932,0.567815665827036,0.328311366701138,1.25113543203503,2.09208395346279,2.17844952008531,0.789794010004282,0.445184484200562,1.43931717588599,1.68008417840698,14.3798829754473,1.14370450521726,2015.25,2,2,1,945,"Condo",0,1984,0,0,0,50.5371150739731,2554,-3.4889764692958,"A",50593.91,11,58.01,57.3,5.46,3.52,2.09999999999999,3.02179908452334,69064,60699.1628733407,13300
"AUTAUGA","PRATTVILLE","36066","seller","NA","2100 Legends Drive","AL",1040,32.45744,-86.405679,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,2,1,1310,"NA",1,1987,0,0,1,100,13072.7378867484,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36066","NA","0100119061410080510000001","772 SUMMER LN","AL",1350,32.455301,-86.420363,1.83713406834471,0.957467127051518,1.622636316864,1.29363380171963,0.528116820254116,1.93081406782297,0.402539448107239,0.458862838103394,0.516027566860779,12.5386672540742,2.09683908294678,2016.25,3,2,1,1994,"SFR",0,2001,1,1,0,100,17000,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,180374,141374.349497262,20000
"AUTAUGA","PRATTVILLE","36067","home","0100119042010010160000001","248 CLUBVIEW DR","AL",750,32.443442,-86.469543,0.480390807332474,0.124429845529983,1.74228191752061,3.28946273723228,3.36551345919876,1.76772281599025,0.471501313377747,1.43420254618262,2.87922871983301,15.4261479506934,2.04879987570718,2015.75,3,1,1,1170,"SFR",0,1993,0,0,0,80,10960,-3.4889764692958,"A",50593.91,11,58.01,57.3,5.46,3.52,2.09999999999999,3.02179908452334,70776,62631.1500078931,14260
"AUTAUGA","PRATTVILLE","36066","apartment","NA","500 Old Farm Ln","AL",975,32.4707,-86.4032,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.25,3,2,1,1340,"Condo",0,1987,0,0,0,100,20417.9824868651,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36066","craigslist","NA","2482,Eastwood Blvd,Prattville","AL",1750,32.452418,-86.394596,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.25,3,3,1,2400,"SFR",1,1987,0,0,0,100,10825.8610624635,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36066","NA","0100119010210000210000001","1810 RIVERTON DR","AL",1650,32.488606,-86.419656,1.49628676476539,0.397728655904616,3.73410506430012,1.10103076409806,1.26395277465523,2.52080393676875,0.602834240910156,0.600956929844482,0.602834240910156,12.7140334418262,2.322318376007,2016.25,4,2,1,2613,"SFR",1,2005,0,1,1,127.086584657862,16151,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,262958,184479.155603283,26300
"AUTAUGA","PRATTVILLE","36067","NA","0100110093220000050510001","1329 CARSON DR","AL",1350,32.498999,-86.480558,0.943682634323045,1.43462895023814,4.76951238938752,3.64894344995698,4.52892979389473,2.93366146507685,2.3921548646499,2.45936730356006,3.25491029392139,16.3347986672832,2.62962810724248,2016.25,4,2,1,2017,"SFR",1,2006,0,1,1,103.667738472487,10747,-3.4889764692958,"A",50593.91,11,58.01,57.3,5.46,3.52,2.09999999999999,3.02179908452334,220802,161264.897639001,42100
"AUTAUGA","PRATTVILLE","36066","home","0100119010230000010660001","1748 WINDERMERE AVE","AL",1500,32.475775,-86.428929,0.748530081304953,0.445211580644669,2.73077553806008,0.240787731791863,1.19185242864049,1.55425096929317,0.315759075375519,0.0202228309424133,0.411207050185669,13.1183457163125,1.43303161919654,2015.25,4,2,1,2234,"SFR",1,1987,0,0,0,111.915146427997,12525,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,226896,166745.893490503,22280
"AUTAUGA","PRATTVILLE","36066","home","0100119010210000680000001","525 OVERTON DR","AL",1440,32.48625,-86.421914,1.30149653453915,0.251344604372473,3.53833670118873,0.907410084188891,1.44605232824965,2.31429169214511,0.463958960174438,0.466693311148437,0.463958960174438,12.8147938466602,2.12203109416386,2015.75,3,2,1,1888,"SFR",1,2006,0,1,0,102.186104730536,10442,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,203107,159221.59291103,21320
"AUTAUGA","PRATTVILLE","36067","NA","0100119042010080130000001","102 COUNTRY CLUB DR","AL",1075,32.441061,-86.474804,0.409928131649993,0.144754612311983,1.9946930095674,3.63217514195393,3.71249288703145,2.08636805486608,0.732995233306396,1.59182825814038,3.22706601619531,15.7416442214824,2.34983169839045,2016.25,4,3,1,2555,"Condo",0,1993,1,1,0,120.270528393285,14465,-3.4889764692958,"A",50593.91,11,58.01,57.3,5.46,3.52,2.09999999999999,3.02179908452334,106974,79056.5916091961,12960
"AUTAUGA","PRATTVILLE","36067","home","0100110093220000050160001","1312 CARSON DR","AL",1500,32.497459,-86.479831,0.901183459493501,1.4194593988337,4.73427673739021,3.56139564360671,4.43478027782372,2.82227311011431,2.28776878430322,2.34702506514063,3.17758661968604,16.2736154688574,2.52042171306154,2015.75,4,2,1,2006,"SFR",1,2012,0,1,1,106.169675519896,11272,-3.4889764692958,"A",50593.91,11,58.01,57.3,5.46,3.52,2.09999999999999,3.02179908452334,215275,159661.974898185,21840
"AUTAUGA","PRATTVILLE","36066","craigslist","NA","1788,Edinburgh St,Prattville","AL",1379,32.4787,-86.43,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.25,2,2,1,1325,"Condo",1,1987,0,0,0,100,11577.5434909515,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36066","zillow","NA","NA","AL",1200,36.015618,-86.581939,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,3,2,1,1261,"NA",0,1987,0,0,0,100,26995.2037361354,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36066","apartment","0100119010120000020000001","669 COVERED BRIDGE PKWY","AL",809,32.480364,-86.413687,0.991128171373777,0.250452473403412,3.32327451268704,0.851047489762059,1.26363861171617,2.4859262220745,0.292632252804626,0.31814794422522,0.292632252804626,12.2773965255723,2.37557609405697,2015.25,1,1,1,982,"Condo",0,2007,1,0,0,466.690475583121,11863.5096322242,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,300211.730854606,1390960
"AUTAUGA","PRATTVILLE","36066","NA","0100119061310000010970001","111 SHANNON CT","AL",1295,32.45389,-86.414066,1.68112959412936,0.64310079634599,1.79584387788335,1.51518721592212,0.585395567504525,2.31002537181472,0.42153260237616,0.706404544266479,0.638126247776733,12.1716408804336,2.46872291688318,2016.25,3,2,1,1635,"SFR",1,2000,0,1,0,108.86229834061,11851,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,148860,114357.394491436,15620
"AUTAUGA","PRATTVILLE","36067","spreadmyad","NA","Southeast Missouri","AL",725,37.964253,-91.831833,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,3,2,1,1273,"NA",0,1987,0,1,0,100,18930.9585522475,-3.4889764692958,"A",50593.91,11,58.01,57.3,5.46,3.52,2.09999999999999,3.02179908452334,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36067","home","0100119082720000020420001","521 OLD MILL WAY","AL",995,32.427746,-86.450337,0.205712615006039,0.559220384423075,0.72630266001934,3.46339781861433,3.09367492946092,2.51804458926088,1.87584441166309,2.82527260012793,2.76404722857275,14.4082633677031,2.87167188234372,2015.75,3,2,1,1273,"SFR",0,2009,0,1,1,74.979997332622,5622,-3.4889764692958,"A",50593.91,11,58.01,57.3,5.46,3.52,2.09999999999999,3.02179908452334,121523,88165.8780383459,12400
"AUTAUGA","PRATTVILLE","36066","NA","NA","1925 Chancellor Ridge Rd Autauga County","AL",1500,32.47051,-86.41415,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2016.25,4,2,1,2600,"SFR",1,2002,0,1,1,100,22264.5067133684,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36066","seller","NA","790 Old Quarters Road","AL",909,32.443528,-86.412549,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,1,1,1,838,"NA",1,1987,0,0,1,100,8170.46117921775,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36067","home","0100110082800000370210001","1308 CROWS PASS","AL",1550,32.504734,-86.469475,1.45579761112729,0.755902233586764,4.93983852890507,3.33738760243848,4.16141708420507,2.98663124914845,2.32932069439966,2.81857040999609,2.8640436626167,15.7824860149648,2.64339990324458,2015.75,4,2,1,2000,"SFR",1,1997,0,1,0,180,33106,-3.4889764692958,"A",50593.91,11,58.01,57.3,5.46,3.52,2.09999999999999,3.02179908452334,181429,141230.2858157,41500
"AUTAUGA","PRATTVILLE","36066","home","0100119021020080110000001","110 WOODLEY AVE","AL",1500,32.473841,-86.449579,0.526640152330752,0.138785300514178,2.56757981912651,1.38916439489452,2.10183072666244,0.680298872343535,0.117563220639084,1.21363480392065,1.33850959175977,14.3023742248887,0.35135553358612,2015.75,5,3,1,2710,"SFR",0,1965,0,1,0,106.414284755384,11324,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,162643,123459.519268684,16400
"AUTAUGA","PRATTVILLE","36066","home","0100119021010010300000001","122 GUILFORD LN","AL",825,32.470384,-86.43962,0.497092993660997,0.36577789059885,2.2747235078102,0.835328311170311,1.4732254320766,0.828243454747648,0.744344962978271,0.720122264813477,1.0129477479187,13.7036116630898,0.742487903230562,2015.75,3,2,1,1500,"SFR",0,1987,0,0,0,80,11200,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,98300,69323.2194475349,17980
"AUTAUGA","PRATTVILLE","36067","home","0100119020910050310120001","240 PRIMROSE DR","AL",1200,32.474792,-86.460313,0.886642019048906,0.488196794177766,2.8255440791221,2.01790832423918,2.71211321278582,0.88691670788837,0.524232023025391,1.0356718588219,1.90942302137158,14.9314431863203,0.601437066383285,2015.75,3,2,1,1491,"SFR",0,1992,0,1,1,119.22248110151,14214,-3.4889764692958,"A",50593.91,11,58.01,57.3,5.46,3.52,2.09999999999999,3.02179908452334,122623,88170.1284579643,20880
"AUTAUGA","PRATTVILLE","36066","NA","0100110020400000170000001","1807 COUNTY ROAD 107","AL",850,32.568608,-86.463146,1.12290663544265,0.0557008293382946,4.41810239110569,6.90681540862864,6.31746471030113,7.24635111938315,5.79825309681641,6.06624239925586,6.33173104750488,16.9633045112461,6.88644781888817,2016.25,3,2,1,1216,"SFR",0,1978,0,0,0,150,30492,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,96673,69084.2197287549,14020
"AUTAUGA","PRATTVILLE","36066","hotpads","0100119061310000320000001","113 MELVINA PL","AL",1250,32.45504,-86.414368,1.62554013870685,0.697977487033071,1.83779836421719,1.43667486604144,0.504216686007944,2.26991280143807,0.345674747791077,0.634521734679688,0.556755280511169,12.1891096581172,2.41945346609078,2015.5,3,2,1,1623,"SFR",1,2000,0,0,1,109.87720418722,12073,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,146645,107874.921171399,15640
"AUTAUGA","PRATTVILLE","36066","home","0100119011110000011590001","1040 E POPLAR ST","AL",1695,32.471914,-86.425769,0.998986921624527,0.722943574823741,2.53064432916653,0.109301516039513,0.86880359272759,1.60735830905245,0.496921584300537,0.305450779276642,0.566059006599792,12.9081208581836,1.55612096369602,2015.75,4,2,1,2182,"SFR",1,2005,0,1,0,109.041276588272,11890,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,214575,159485.339944313,22160
"AUTAUGA","PRATTVILLE","36066","apartment","0100119011110000010010001","100 MCQUEEN SMITH RD S","AL",715,32.46828,-86.419118,1.2848472071139,0.99404495506214,2.43390104782176,0.530780248398417,0.451621207095756,1.92450351256011,0.286930821172699,0.353901049029907,0.290317414484222,12.5008740620605,1.9344059173189,2015.25,1,1,1,765,"Condo",0,1998,1,0,0,599.83831154737,11863.5096322242,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,335749.783988604,1840140
"AUTAUGA","PRATTVILLE","36066","seller","NA","790 Old Quarters Road","AL",849,32.443528,-86.412549,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,1,1,1,822,"NA",1,1987,0,0,1,100,7116.47168709866,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36067","hotpads","0100119082720000021000001","708 BUENA VISTA LOOP","AL",1000,32.424167,-86.449129,0.142010095548956,0.813841186179981,0.876792463120208,3.66246888148037,3.24439654970769,2.76822977772045,2.12150774484717,3.05655884043799,2.94211280000977,14.3727833263262,3.12200357796884,2015.5,3,2,1,1325,"SFR",0,1987,0,1,0,73.348483283569,5380,-3.4889764692958,"A",50593.91,11,58.01,57.3,5.46,3.52,2.09999999999999,3.02179908452334,121451,88107.5974950068,12340
"AUTAUGA","PRATTVILLE","36066","home","0100119011120000011270001","106 APPALACHIAN RDG","AL",1800,32.47276,-86.427988,0.856962778589644,0.657691904053543,2.54528323437746,0.137601666607634,0.998076523789817,1.50803345013618,0.466575893874512,0.195202197801147,0.576612794305298,13.0423624801035,1.43634811155303,2015.75,4,3,1,2648,"SFR",1,2004,0,1,0,112.147224664724,12577,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,286653,193656.872053968,28620
"AUTAUGA","PRATTVILLE","36066","apartment","0100119010120000020000001","669 COVERED BRIDGE PKWY","AL",999,32.480364,-86.413687,0.991128171373777,0.250452473403412,3.32327451268704,0.851047489762059,1.26363861171617,2.4859262220745,0.292632252804626,0.31814794422522,0.292632252804626,12.2773965255723,2.37557609405697,2015.25,3,3,1,1284,"Condo",0,2007,1,0,0,466.690475583121,11863.5096322242,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,300211.730854606,1390960
"AUTAUGA","PRATTVILLE","36066","NA","0100119011210012190000001","1005 THISTLE RD","AL",1500,32.472616,-86.413473,0.893843048220336,0.746139434529464,2.8491983950442,0.72261469320402,0.739418248098522,2.30746790930177,0.389588391059082,0.155977006180496,0.588893101383606,12.1993804838457,2.27349642060743,2016.25,4,2,1,2039,"SFR",1,2004,0,1,0,112.485554628139,12653,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,184113,142976.846604012,36880
"AUTAUGA","PRATTVILLE","36067","home","0100119020910050890000001","210 JUNIPER CT","AL",775,32.470546,-86.457924,0.676896171229296,0.354150888604904,2.50148812574011,1.88745134662593,2.49695508726927,0.568128515349448,0.480170091145935,0.970880203049561,1.87551779746313,14.7683563575098,0.338748625005302,2015.75,3,1,1,1100,"SFR",0,1987,0,0,0,60,11863.5096322242,-3.4889764692958,"A",50593.91,11,58.01,57.3,5.46,3.52,2.09999999999999,3.02179908452334,77420,60978.8721847988,15160
"AUTAUGA","PRATTVILLE","36066","source","NA","NA","AL",1100,40.065389,-74.919056,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,1,1,1051,"NA",0,1987,0,0,1,100,10883.054290718,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36066","apartment","NA","790 Old Quarters Rd","AL",1069,32.5076,-86.393,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.25,2,2,1,1132,"Condo",0,1987,0,0,0,100,14069.534150613,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36066","NA","0100119011110000010000001","294 ABINGTON ST","AL",1700,32.468402,-86.420327,1.34932222973051,0.981870586051383,2.41265722137262,0.474982428226166,0.488914096772302,1.85613392198964,0.316456240439453,0.416467844673828,0.319621197268799,12.5717831729746,1.86371966751054,2016.25,4,2,1,2186,"SFR",1,2004,0,1,0,198.612688416425,39447,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,190489,152763.800920373,44400
"AUTAUGA","PRATTVILLE","36066","sublet","NA","NA","AL",2500,35.925064,-86.86889,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,4,2,1,2200,"NA",0,1987,0,0,0,100,18138.4238178634,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36066","craigslist","NA","2466,Eastwood Blvd,Prattville","AL",1750,32.451549,-86.395969,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.25,3,3,1,2050,"SFR",1,1987,0,1,0,100,12173.9871570344,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36066","apartment","0100119011110000010010001","100 MCQUEEN SMITH RD S","AL",780,32.46828,-86.419118,1.2848472071139,0.99404495506214,2.43390104782176,0.530780248398417,0.451621207095756,1.92450351256011,0.286930821172699,0.353901049029907,0.290317414484222,12.5008740620605,1.9344059173189,2015.25,2,2,1,983,"Condo",0,1998,1,0,0,599.83831154737,11863.5096322242,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,335749.783988604,1840140
"AUTAUGA","PRATTVILLE","36066","rentdigs","NA","NA","AL",950,30.502135,-90.747874,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,3,2,1,1430,"NA",0,1987,0,0,1,100,11438.6456509048,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36066","home","0100119061310000010210001","1923 TARA DR","AL",1200,32.453907,-86.415218,1.71796239008342,0.689252887333585,1.74768339607837,1.48488899587988,0.572720581840775,2.24584173382562,0.433318778426697,0.66534217621521,0.627013059299133,12.2387987066582,2.40781425221522,2015.75,3,2,1,1618,"SFR",0,2003,0,1,0,90,12600,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,148781,115366.251238176,14620
"AUTAUGA","PRATTVILLE","36066","zillow","NA","NA","AL",1750,35.925064,-86.86889,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,2,1,1539,"NA",1,1987,0,0,1,100,21161.494454174,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"AUTAUGA","PRATTVILLE","36066","source","NA","NA","AL",1500,40.065389,-74.919056,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,3,1,1,1080,"NA",0,1987,0,0,0,100,13481.2609457093,12.2578054995827,"A",58635.36,23,68.83,54.8,5.46,3.55,2.88,1.57820091547666,112817,113878.373107621,101800
"BALDWIN","LOXLEY","36551","home","010034206230000039085001","25286 LAKESIDE TER","AL",1750,30.593149,-87.747553,2.65025951712524,0.787563179117887,2.04614006185539,8.03695476077752,4.75474598410029,9.77095062817714,1.91644909506909,3.62734453704639,3.87485286879053,25.3163244745625,10.3356305728853,2015.75,4,2,1,2644,"SFR",1,1987,0,1,0,81,10380,-16.6515160525271,"B",47144.83,11,54.93,64.9,5.9,3.5,3.08,3,214713,191905.795806828,217100
